순번,영화명,감독,제작사,수입사,배급사,개봉일,영화형태,국적,전국 매출액,전국 관객수,장르,등급,영화구분
150,아이언맨,존 파브로,,CJ ENM,CJ ENM,2008-04-30,장편,미국,27802744668,4316003,SF,12세이상관람가,일반영화
151,엑스맨: 데이즈 오브 퓨처 패스트,브라이언 싱어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-05-22,장편,미국,34654558766,4313871,액션,12세이상관람가,일반영화
152,강철중: 공공의 적 1-1,강우석,(주)시네마서비스글로벌 (주)시네마서비스,,CJ ENM (주)시네마서비스,2008-06-19,장편,한국,28465757767,4300670,드라마,15세이상관람가,일반영화
153,아가씨,박찬욱,유한회사 아가씨에프에스 (주)모호필름 (주)용필름,,(주)씨제이이엔엠,2016-06-01,장편,한국,35114332791,4277071,스릴러,청소년관람불가,일반영화
154,킹콩,피터 잭슨,유니버셜 픽쳐스,UIP코리아,UIP코리아,2005-12-14,장편,미국,0,4232430,드라마,15세관람가,일반영화
155,어메이징 스파이더맨 2,마크 웹,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-23,장편,미국,34869056800,4168350,액션,12세이상관람가,일반영화
156,인디아나 존스 4 : 크리스탈 해골의 왕국,스티븐 스필버그,,CJ ENM,CJ ENM,2008-05-22,장편,미국,26693951667,4136101,액션,12세이상관람가,일반영화
157,용의자,원신연,(주)그린피쉬 (주)쇼박스,,(주)쇼박스,2013-12-24,장편,한국,30037161000,4131248,액션,15세이상관람가,일반영화
158,건축학개론,이용주,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,장편,한국,30219800500,4110645,멜로/로맨스,12세이상관람가,일반영화
159,태풍,곽경택,CJ ENM,,CJ ENM,2005-12-14,장편,한국,0,4094395,드라마,15세관람가,일반영화
160,미이라 3:황제의 무덤,롭 코헨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2008-07-30,장편,미국,26222207084,4090795,액션,12세이상관람가,일반영화
161,7급 공무원,신태라,(주)하리마오픽쳐스 (주)영화사수작 (주)디씨지플러스,,롯데쇼핑㈜롯데엔터테인먼트,2009-04-22,장편,한국,26701311856,4088799,코미디,12세이상관람가,일반영화
162,다크 나이트,크리스토퍼 놀란,,주식회사 해리슨앤컴퍼니 워너브러더스 코리아(주),주식회사 해리슨앤컴퍼니 워너브러더스 코리아(주),2008-08-06,장편,미국,27059471306,4087355,범죄,15세이상관람가,일반영화
163,색즉시공,윤제균,㈜필름지,,(주)쇼박스,2002-12-11,장편,한국,0,4082797,코미디,18세관람가,일반영화
164,댄싱퀸,이석훈,(주)제이케이필름 (주)씨제이이엔엠,,(주)씨제이이엔엠,2012-01-18,장편,한국,30129259500,4057546,코미디,12세이상관람가,일반영화
165,우리 생애 최고의 순간,임순례,(주)엠케이픽처스,,(주)싸이더스,2008-01-10,장편,한국,26151780425,4044582,드라마,전체관람가,일반영화
166,꾼,장창원,(주)영화사두둥,,(주)쇼박스,2017-11-22,장편,한국,31313568795,4018341,범죄,15세이상관람가,일반영화
167,혹성탈출: 반격의 서막,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-07-10,장편,미국,31509793095,4002134,액션,12세이상관람가,일반영화
168,타짜-신의 손,강형철,(주)싸이더스,,롯데쇼핑㈜롯데엔터테인먼트 (주)싸이더스,2014-09-03,장편,한국,32267244827,4001813,드라마,청소년관람불가,일반영화
169,해리포터와 비밀의 방,크리스 콜럼버스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2002-12-13,장편,미국,0,4000000,드라마,전체관람가,일반영화
170,쿵푸팬더3,여인영 알레산드로 칼로니,드림웍스 애니메이션,(주)씨제이이엔엠,(주)씨제이이엔엠,2016-01-28,장편,미국,31340798156,3984812,애니메이션,전체관람가,일반영화
171,캡틴 아메리카: 윈터 솔져,조 루소 안소니 루소,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-03-26,장편,미국,31710585385,3963220,액션,15세이상관람가,일반영화
172,공공의 적 2,강우석,(주)시네마서비스,,(주)시네마서비스,2005-01-27,장편,한국,0,3911356,드라마,15세관람가,일반영화
173,박수건달,조진규,주식회사 제이앤피 박수건달문화산업전문(유) (주)쇼박스,,(주)쇼박스,2013-01-09,장편,한국,28343986569,3893216,코미디,15세이상관람가,일반영화
174,베놈,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-10-03,장편,미국,34100211207,3888096,액션,15세이상관람가,일반영화
175,한반도,강우석,(주)시네마서비스글로벌,,CJ ENM,2006-07-13,장편,한국,0,3880308,드라마,15세관람가,일반영화
176,조선명탐정 : 사라진 놉의 딸,김석윤,청년필름(주),,(주)쇼박스,2015-02-11,장편,한국,30456879428,3872015,사극,12세이상관람가,일반영화
177,트로이,볼프강 페터젠,플랜 비 엔터테인먼트 워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2004-05-21,장편,미국,0,3851000,사극,15세관람가,일반영화
178,역린,이재규,굿초이스컷픽쳐스(주) (주)파파스필름,,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,장편,한국,29893297890,3849433,사극,15세이상관람가,일반영화
179,매드 맥스: 분노의 도로,조지 밀러,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-05-14,장편,미국,32906364462,3842441,액션,15세이상관람가,일반영화
180,남한산성,황동혁,(주)싸이런픽쳐스,,(주)씨제이이엔엠,2017-10-03,장편,한국,31067321992,3829891,사극,15세이상관람가,일반영화
181,반도,연상호,(주)영화사레드피터,,(주)넥스트엔터테인먼트월드(NEW),2020-07-15,장편,한국,33071341280,3812080,액션,15세이상관람가,일반영화
182,데드풀 2,데이빗 레이치,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-05-16,장편,미국,34185664639,3784602,액션,청소년관람불가,일반영화
183,쌍화점,유하,오퍼스픽쳐스(유),,(주)쇼박스,2008-12-30,장편,한국,25616489949,3779553,드라마,청소년관람불가,일반영화
184,암수살인,김태균,(주)필름295 (주)블러썸픽쳐스,,(주)쇼박스,2018-10-03,장편,한국,32855895548,3772620,범죄,15세이상관람가,일반영화
185,국가부도의 날,최국희,영화사 집,,(주)씨제이이엔엠,2018-11-28,장편,한국,30891765837,3754983,드라마,12세이상관람가,일반영화
186,신기전,김유진,(주)시네마서비스글로벌,,CJ ENM,2008-09-04,장편,한국,24314570667,3726134,사극,15세이상관람가,일반영화
187,미이라,알렉스 커츠먼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-06-06,장편,미국,30504689978,3689325,액션,15세이상관람가,일반영화
188,82년생 김지영,김도영,(주)봄바람영화사,,롯데컬처웍스(주)롯데엔터테인먼트,2019-10-23,장편,한국,30305744310,3679019,드라마,12세이상관람가,일반영화
189,분노의 질주: 홉스&쇼,데이빗 레이치,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-08-14,장편,미국,32241767793,3657536,액션,12세이상관람가,일반영화
190,분노의 질주: 더 익스트림,F. 게리 그레이,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-04-12,장편,미국,29981156348,3653238,액션,15세이상관람가,일반영화
191,친절한 금자씨,박찬욱,(주)모호필름,,CJ ENM,2005-07-29,장편,한국,0,3650000,스릴러,18세관람가,일반영화
192,너의 이름은.,신카이 마코토,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2017-01-04,장편,일본,29248867156,3637122,애니메이션,12세이상관람가,일반영화
193,해리 포터와 불의 잔,마이크 뉴웰,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2005-12-01,장편,미국,0,3615000,액션,12세관람가,일반영화
194,인턴,낸시 마이어스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-09-24,장편,미국,28518443148,3610642,코미디,12세이상관람가,일반영화
195,라라랜드,데이미언 셔젤,,판씨네마(주),판씨네마(주),2016-12-07,장편,미국,30006844694,3597193,드라마,12세이상관람가,일반영화
196,귀향,조정래,주식회사 제이오엔터테인먼트코리아,,(주)와우픽쳐스,2016-02-24,장편,한국,27245051990,3586523,드라마,15세이상관람가,일반영화
197,리얼 스틸,숀 레비,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-12,장편,미국,26566677000,3579666,액션,12세이상관람가,일반영화
198,신의 한 수,조범구,(주)메이스엔터테인먼트 (주)아지트필름,,(주)쇼박스,2014-07-03,장편,한국,28777712256,3562123,범죄,청소년관람불가,일반영화
199,미스터 & 미세스 스미스,더그 라이만,뉴리전시 픽쳐스,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2005-06-16,장편,미국,0,3546900,멜로/로맨스,15세관람가,일반영화
200,스캔들-조선남녀상열지사,이재용,(주)영화사봄,,CJ ENM,2003-10-02,장편,한국,,3522747,사극,18세관람가,일반영화
201,코코,리 언크리치,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-01-11,장편,미국,27685479440,3510017,애니메이션,전체관람가,일반영화
202,매트릭스2 리로디드,릴리 워쇼스키 라나 워쇼스키,,워너브러더스 코리아(주),워너브러더스 코리아(주),2003-05-23,장편,미국,0,3510000,SF,15세관람가,일반영화
203,해리 포터와 불사조 기사단,데이빗 예이츠,워너 브러더스 픽쳐스 헤이데이필름,워너브러더스 코리아(주),워너브러더스 코리아(주),2007-07-11,장편,미국,0,3475000,판타지,전체관람가,일반영화
204,가문의 부활 - 가문의 영광3,정용기,(주)태원엔터테인먼트,,(주)쇼박스,2006-09-21,장편,한국,0,3464516,코미디,15세관람가,일반영화
205,부러진 화살,정지영,(주)아우라픽처스,,(주)넥스트엔터테인먼트월드(NEW),2012-01-18,장편,한국,25878110500,3450941,드라마,15세이상관람가,일반영화
206,끝까지 간다,김성훈,(주)에이디사공육 (주)다세포클럽,,(주)쇼박스,2014-05-29,장편,한국,27006007900,3450143,액션,15세이상관람가,일반영화
207,아일랜드,마이클 베이,드림웍스 SKG 워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2005-07-21,장편,미국,0,3433900,SF,12세관람가,일반영화
208,비긴 어게인,존 카니,,판씨네마(주),판씨네마(주),2014-08-13,장편,미국,27096673061,3427464,멜로/로맨스,15세이상관람가,독립/예술영화
209,스파이,이승준,(주)제이케이필름 (주)씨제이이엔엠,,(주)씨제이이엔엠,2013-09-05,장편,한국,24436429305,3423920,액션,15세이상관람가,일반영화
210,그것만이 내 세상,최성현,(주)제이케이필름 (주)씨제이이엔엠,,(주)씨제이이엔엠,2018-01-17,장편,한국,27441213382,3417629,코미디,12세이상관람가,일반영화
211,이끼,강우석,(주)시네마서비스 ㈜렛츠필름 (주)시네마서비스글로벌,,CJ ENM,2010-07-14,장편,한국,25856306126,3408144,드라마,청소년관람불가,일반영화
212,토이 스토리 4,조시 쿨리,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-06-20,장편,미국,28757726040,3399913,애니메이션,전체관람가,일반영화
213,돈,박누리,(주)사나이픽처스 (주)영화사 월광,,(주)쇼박스,2019-03-20,장편,한국,28869614062,3389035,범죄,15세이상관람가,일반영화
214,포화속으로,이재한,(주)태원엔터테인먼트 (주)유비유필름 (주)에이치 플러스,,롯데쇼핑㈜롯데엔터테인먼트,2010-06-16,장편,한국,24217600897,3385706,드라마,12세이상관람가,일반영화
215,다이 하드 4 : 죽어도 산다,렌 와이즈먼,샤이엔 엔터프라이지즈 이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2007-07-17,장편,미국,0,3380800,액션,12세이상관람가,일반영화
216,맨 인 블랙 3,배리 소넨필드,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-05-24,장편,미국,27301520070,3379762,액션,12세이상관람가,일반영화
217,어바웃 타임,리차드 커티스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-12-05,장편,영국,24867023000,3375735,멜로/로맨스,15세이상관람가,일반영화
218,악인전,이원태,(주)비에이엔터테인먼트,,(주)에이스메이커무비웍스 (주)키위미디어그룹,2019-05-15,장편,한국,29128292150,3364079,범죄,청소년관람불가,일반영화
219,다빈치 코드,론 하워드,,소니픽쳐스릴리징코리아,소니픽쳐스릴리징코리아,2006-05-18,장편,미국,0,3339082,미스터리,15세관람가,일반영화
220,슈퍼배드 3,피에르 꼬팽 카일 발다,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-07-26,장편,미국,24216987019,3324861,애니메이션,전체관람가,일반영화
221,데드풀,팀 밀러,,이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사 이십세기폭스코리아(주),2016-02-17,장편,미국,27595618651,3317196,액션,청소년관람불가,일반영화
222,시동,최정열,(주)외유내강,,(주)넥스트엔터테인먼트월드(NEW),2019-12-18,장편,한국,28098934360,3317038,드라마,15세이상관람가,일반영화
223,슈렉2,캘리 애스버리 앤드류 아담슨 콘래드 베논,드림웍스픽쳐스,CJ ENM,CJ ENM,2004-06-18,장편,미국,0,3300533,애니메이션,전체관람가,일반영화
224,아이 캔 스피크,김현석,주식회사 영화사 시선 (주)명필름,,롯데쇼핑㈜롯데엔터테인먼트 (주)리틀빅픽쳐스,2017-09-21,장편,한국,25532214986,3280243,코미디,12세이상관람가,일반영화
225,스타워즈: 깨어난 포스,J.J. 에이브럼스,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-12-17,장편,미국,28353796331,3273879,액션,12세이상관람가,일반영화
